"2019-09-07 23:47:08" 2.13 2.16 2.13 2.38 0.10 0.54 0.68 0.75 0.71 0.51 0.55 0.07 0.65 0.56 0.67 0.76 0.72 0.58 0.59 0.47 0.58 0.58 0.75 0.70 0.65 0.69 0.56 0.53 0.52 0.59 0.72 0.68 0.68 0.67 0.58 0.56 0.48 0.64 0.74 0.67 0.67 0.74 0.63 0.48 0.42 0.55 0.70 0.66 0.72 0.72 0.58 0.56 0.07 0.45 0.47 0.61 0.67 0.49 0.50 0.07 
"2019-09-07 23:47:32" 2.16 2.19 2.16 2.40 0.10 0.54 0.67 0.74 0.71 0.50 0.54 0.07 0.66 0.58 0.68 0.75 0.72 0.58 0.59 0.47 0.57 0.56 0.74 0.68 0.64 0.69 0.56 0.53 0.50 0.59 0.73 0.69 0.68 0.67 0.59 0.57 0.46 0.64 0.73 0.68 0.66 0.74 0.62 0.47 0.40 0.54 0.70 0.67 0.73 0.73 0.59 0.57 0.07 0.46 0.48 0.62 0.67 0.48 0.49 0.07 
"2019-09-07 23:46:54" 2.11 2.14 2.11 2.36 0.10 0.51 0.64 0.71 0.67 0.49 0.52 0.07 0.63 0.56 0.66 0.73 0.71 0.58 0.59 0.47 0.56 0.55 0.72 0.67 0.62 0.67 0.56 0.53 0.50 0.56 0.69 0.66 0.66 0.66 0.57 0.55 0.48 0.63 0.73 0.66 0.67 0.74 0.63 0.48 0.40 0.52 0.67 0.65 0.70 0.70 0.57 0.56 0.07 0.45 0.47 0.61 0.66 0.48 0.50 0.07 
"2019-09-07 23:48:44" 2.24 2.30 2.23 2.46 0.10 0.55 0.67 0.75 0.72 0.50 0.54 0.07 0.64 0.59 0.67 0.76 0.73 0.59 0.60 0.47 0.57 0.57 0.73 0.70 0.64 0.68 0.55 0.52 0.50 0.58 0.71 0.67 0.68 0.67 0.58 0.57 0.46 0.61 0.73 0.67 0.66 0.74 0.62 0.47 0.43 0.53 0.68 0.64 0.71 0.71 0.57 0.56 0.07 0.43 0.45 0.60 0.65 0.48 0.49 0.07 
"2019-09-07 23:49:11" 2.26 2.32 2.25 2.48 0.10 0.54 0.67 0.75 0.72 0.50 0.54 0.07 0.65 0.60 0.68 0.76 0.73 0.59 0.60 0.48 0.56 0.56 0.73 0.70 0.63 0.68 0.55 0.51 0.51 0.58 0.71 0.68 0.68 0.67 0.59 0.58 0.47 0.61 0.73 0.67 0.66 0.74 0.62 0.47 0.43 0.52 0.68 0.64 0.71 0.71 0.57 0.56 0.07 0.44 0.45 0.60 0.65 0.48 0.49 0.07 
"2019-09-07 23:49:21" 2.28 2.33 2.26 2.49 0.10 0.55 0.68 0.76 0.72 0.51 0.56 0.07 0.66 0.61 0.68 0.76 0.73 0.59 0.60 0.46 0.56 0.56 0.73 0.71 0.65 0.69 0.57 0.54 0.52 0.59 0.72 0.68 0.68 0.67 0.59 0.57 0.47 0.62 0.73 0.67 0.67 0.74 0.62 0.48 0.43 0.52 0.68 0.65 0.71 0.72 0.58 0.56 0.07 0.44 0.46 0.60 0.65 0.48 0.49 0.07 
"2019-09-07 23:49:31" 2.28 2.34 2.27 2.49 0.10 0.56 0.69 0.76 0.72 0.52 0.56 0.07 0.65 0.60 0.67 0.76 0.73 0.59 0.60 0.47 0.58 0.59 0.74 0.72 0.65 0.69 0.57 0.53 0.49 0.56 0.70 0.67 0.67 0.66 0.58 0.57 0.49 0.63 0.75 0.69 0.68 0.75 0.63 0.49 0.42 0.52 0.67 0.63 0.70 0.71 0.56 0.54 0.07 0.44 0.47 0.61 0.67 0.50 0.51 0.07 
"2019-09-07 23:49:41" 2.29 2.34 2.28 2.50 0.10 0.56 0.68 0.75 0.72 0.51 0.55 0.07 0.64 0.59 0.67 0.76 0.73 0.58 0.60 0.47 0.58 0.58 0.74 0.71 0.65 0.68 0.56 0.52 0.48 0.56 0.70 0.66 0.67 0.66 0.58 0.56 0.48 0.63 0.74 0.69 0.68 0.75 0.63 0.49 0.43 0.52 0.67 0.64 0.70 0.71 0.57 0.55 0.07 0.44 0.46 0.61 0.66 0.49 0.50 0.07 
"2019-09-07 23:49:51" 2.29 2.35 2.28 2.50 0.10 0.55 0.68 0.75 0.72 0.51 0.55 0.07 0.65 0.60 0.68 0.76 0.73 0.59 0.60 0.47 0.57 0.57 0.73 0.70 0.64 0.68 0.56 0.52 0.49 0.57 0.70 0.67 0.68 0.66 0.59 0.57 0.49 0.63 0.74 0.68 0.66 0.74 0.62 0.48 0.42 0.52 0.67 0.64 0.71 0.71 0.57 0.56 0.07 0.44 0.46 0.61 0.66 0.49 0.49 0.07 
"2019-09-07 23:50:01" 2.28 2.33 2.26 2.49 0.10 0.55 0.67 0.75 0.72 0.51 0.55 0.07 0.66 0.62 0.69 0.76 0.73 0.59 0.60 0.47 0.56 0.56 0.73 0.71 0.65 0.69 0.56 0.53 0.51 0.59 0.72 0.68 0.68 0.67 0.59 0.58 0.49 0.63 0.74 0.68 0.66 0.74 0.62 0.48 0.42 0.51 0.67 0.64 0.71 0.71 0.57 0.56 0.07 0.46 0.48 0.61 0.67 0.49 0.50 0.07 
