"2019-09-08 02:49:44" 4.46 4.50 4.36 4.57 0.10 0.64 0.75 0.77 0.74 0.69 0.57 0.07 0.57 0.65 0.66 0.78 0.72 0.58 0.49 0.49 0.63 0.56 0.70 0.73 0.75 0.72 0.63 0.49 0.62 0.56 0.73 0.73 0.74 0.65 0.62 0.54 0.45 0.55 0.60 0.64 0.66 0.73 0.66 0.48 0.42 0.53 0.63 0.63 0.66 0.73 0.57 0.54 0.07 0.38 0.43 0.61 0.69 0.51 0.47 0.07 
"2019-09-08 02:50:10" 4.25 4.28 4.13 4.34 0.10 0.64 0.74 0.75 0.72 0.68 0.57 0.07 0.61 0.68 0.68 0.77 0.72 0.59 0.50 0.48 0.63 0.53 0.68 0.71 0.73 0.70 0.60 0.46 0.65 0.58 0.73 0.73 0.73 0.66 0.61 0.54 0.50 0.59 0.63 0.67 0.68 0.72 0.67 0.49 0.44 0.53 0.62 0.63 0.65 0.72 0.54 0.53 0.07 0.41 0.46 0.63 0.70 0.52 0.49 0.07 
"2019-09-08 02:50:25" 4.12 4.15 4.00 4.22 0.10 0.63 0.75 0.76 0.72 0.68 0.56 0.07 0.61 0.68 0.68 0.78 0.72 0.59 0.50 0.49 0.63 0.54 0.69 0.72 0.74 0.72 0.61 0.46 0.64 0.57 0.73 0.73 0.73 0.65 0.62 0.54 0.50 0.59 0.63 0.67 0.68 0.73 0.67 0.50 0.43 0.52 0.62 0.63 0.65 0.72 0.53 0.52 0.07 0.41 0.45 0.62 0.70 0.52 0.48 0.07 
"2019-09-08 03:00:36" 1.33 1.39 1.31 1.49 0.09 0.62 0.74 0.76 0.73 0.68 0.56 0.07 0.57 0.64 0.65 0.75 0.71 0.57 0.48 0.47 0.63 0.53 0.69 0.72 0.74 0.71 0.62 0.47 0.52 0.54 0.72 0.72 0.73 0.64 0.61 0.53 0.47 0.56 0.63 0.65 0.66 0.72 0.65 0.47 0.42 0.52 0.62 0.63 0.65 0.72 0.57 0.54 0.07 0.41 0.45 0.62 0.70 0.51 0.47 0.07 
"2019-09-08 03:00:46" 1.37 1.42 1.34 1.52 0.10 0.63 0.75 0.77 0.74 0.68 0.57 0.07 0.60 0.67 0.67 0.76 0.72 0.58 0.49 0.49 0.64 0.55 0.70 0.73 0.75 0.72 0.63 0.47 0.55 0.58 0.74 0.74 0.74 0.65 0.61 0.53 0.47 0.56 0.62 0.65 0.67 0.72 0.67 0.49 0.45 0.54 0.64 0.63 0.65 0.72 0.55 0.52 0.07 0.41 0.45 0.62 0.70 0.51 0.48 0.07 
"2019-09-08 03:00:56" 1.40 1.45 1.37 1.56 0.10 0.62 0.75 0.77 0.73 0.68 0.56 0.07 0.60 0.67 0.67 0.76 0.72 0.59 0.50 0.49 0.64 0.55 0.69 0.73 0.75 0.72 0.62 0.47 0.55 0.58 0.74 0.74 0.74 0.65 0.61 0.53 0.49 0.58 0.65 0.67 0.68 0.73 0.67 0.50 0.44 0.53 0.63 0.64 0.65 0.73 0.57 0.54 0.07 0.42 0.46 0.62 0.70 0.51 0.47 0.07 
"2019-09-08 03:01:06" 1.42 1.48 1.39 1.58 0.10 0.63 0.75 0.77 0.73 0.68 0.56 0.07 0.59 0.66 0.66 0.75 0.72 0.59 0.50 0.49 0.64 0.54 0.69 0.72 0.74 0.71 0.61 0.45 0.54 0.57 0.73 0.73 0.73 0.64 0.60 0.53 0.49 0.57 0.64 0.67 0.68 0.73 0.67 0.48 0.48 0.57 0.67 0.65 0.68 0.74 0.58 0.55 0.07 0.42 0.46 0.63 0.71 0.54 0.50 0.07 
"2019-09-08 03:01:16" 1.44 1.50 1.41 1.59 0.09 0.62 0.74 0.76 0.72 0.67 0.55 0.07 0.59 0.66 0.67 0.75 0.72 0.59 0.50 0.50 0.65 0.55 0.70 0.73 0.74 0.71 0.62 0.46 0.54 0.56 0.73 0.73 0.74 0.64 0.61 0.53 0.48 0.56 0.64 0.66 0.67 0.72 0.66 0.48 0.45 0.54 0.65 0.64 0.66 0.72 0.56 0.53 0.07 0.40 0.44 0.62 0.70 0.51 0.48 0.07 
"2019-09-08 03:01:27" 1.45 1.59 1.41 1.60 0.10 0.62 0.75 0.76 0.73 0.68 0.56 0.07 0.59 0.66 0.67 0.75 0.72 0.58 0.49 0.48 0.64 0.55 0.70 0.73 0.75 0.72 0.62 0.47 0.55 0.57 0.74 0.73 0.74 0.65 0.61 0.53 0.47 0.56 0.63 0.66 0.67 0.73 0.67 0.49 0.45 0.55 0.65 0.64 0.66 0.72 0.56 0.53 0.07 0.41 0.45 0.62 0.70 0.51 0.48 0.07 
"2019-09-08 03:01:37" 1.43 1.48 1.38 1.58 0.10 0.62 0.75 0.77 0.73 0.68 0.56 0.07 0.60 0.67 0.68 0.76 0.72 0.59 0.50 0.49 0.64 0.55 0.70 0.73 0.75 0.72 0.63 0.48 0.55 0.58 0.73 0.73 0.73 0.65 0.61 0.53 0.48 0.57 0.63 0.66 0.68 0.73 0.67 0.49 0.44 0.54 0.63 0.64 0.65 0.73 0.56 0.53 0.07 0.43 0.46 0.63 0.70 0.52 0.48 0.07 
